spectrum_index,rank_index,setup_name,step_rank,eta,orientation_seed,budget,analysis_role,q,observations,mean_r_actual,mean_ell,mean_rank_efficiency,mean_rejected_query_count,mean_cumulative_failed_penalty_rank,mean_cumulative_failed_penalty_gaussian,mean_cumulative_failed_penalty_rademacher,mean_full_risk,se_full_risk,ci_low_full_risk,ci_high_full_risk,mean_rank_risk,se_rank_risk,ci_low_rank_risk,ci_high_rank_risk,mean_gaussian_risk,se_gaussian_risk,ci_low_gaussian_risk,ci_high_gaussian_risk,mean_rademacher_risk,se_rademacher_risk,ci_low_rademacher_risk,ci_high_rademacher_risk,additive_regret_full,baseline_normalized_additive_regret_full,multiplicative_regret_full,minimum_is_zero_full,minimum_is_plateau_full,additive_regret_rank,baseline_normalized_additive_regret_rank,multiplicative_regret_rank,minimum_is_zero_rank,minimum_is_plateau_rank,additive_regret_gaussian,baseline_normalized_additive_regret_gaussian,multiplicative_regret_gaussian,minimum_is_zero_gaussian,minimum_is_plateau_gaussian,additive_regret_rademacher,baseline_normalized_additive_regret_rademacher,multiplicative_regret_rademacher,minimum_is_zero_rademacher,minimum_is_plateau_rademacher
0,0,step_r5_eta_0,5,0.0,52000,160,primary,0,200,0.0,160.0,,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.06250000000000003,9.837702944053505e-19,0.06250000000000003,0.06250000000000003,0.06166285308475727,4.918851472026753e-19,0.06166285308475727,0.06166285308475727,0.0625,1.0,,True,True,0.0625,1.0,,True,True,0.06250000000000003,1.0,,True,True,0.06166285308475727,1.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,1,200,1.0,158.0,1.0,0.0,0.0,0.0,0.0,0.050632911392405076,9.837702944053505e-19,0.050632911392405076,0.050632911392405076,0.050632911392405076,9.837702944053505e-19,0.050632911392405076,0.050632911392405076,0.05063291139240511,1.0480732470086392e-18,0.05063291139240511,0.05063291139240511,0.05005170316338486,5.138102830801312e-07,0.05005069609523002,0.0500527102315397,0.050632911392405076,0.8101265822784812,,True,True,0.050632911392405076,0.8101265822784812,,True,True,0.05063291139240511,0.8101265822784814,,True,True,0.05005170316338486,0.8116994374974417,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,2,200,2.0,156.0,1.0,0.0,0.0,0.0,0.0,0.03846153846153846,4.918851472026753e-19,0.03846153846153846,0.03846153846153846,0.03846153846153846,4.918851472026753e-19,0.03846153846153846,0.03846153846153846,0.03846153846153849,4.918851472026753e-19,0.03846153846153849,0.03846153846153849,0.038093583735045365,5.531662095970766e-07,0.03809249952927456,0.038094667940816174,0.03846153846153846,0.6153846153846153,,True,True,0.03846153846153846,0.6153846153846153,,True,True,0.03846153846153849,0.6153846153846156,,True,True,0.038093583735045365,0.6177719944726641,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,3,200,3.0,154.0,1.0,0.0,0.0,0.0,0.0,0.02597402597402598,2.4594257360133763e-19,0.02597402597402598,0.02597402597402598,0.02597402597402598,2.4594257360133763e-19,0.02597402597402598,0.02597402597402598,0.025974025974025993,3.7621979460493503e-19,0.025974025974025993,0.025974025974025993,0.02577578301053334,4.7542231980335363e-07,0.025774851182786527,0.025776714838280156,0.02597402597402598,0.41558441558441567,,True,True,0.02597402597402598,0.41558441558441567,,True,True,0.025974025974025993,0.4155844155844157,,True,True,0.02577578301053334,0.4180115210547236,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,4,200,4.0,152.0,1.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.0,0.013157894736842105,0.013157894736842105,0.013157894736842115,2.948747868504884e-19,0.013157894736842115,0.013157894736842115,0.013082718487967063,3.0252100344699884e-07,0.013082125546800306,0.013083311429133819,0.013157894736842105,0.21052631578947367,,True,True,0.013157894736842105,0.21052631578947367,,True,True,0.013157894736842115,0.21052631578947376,,True,True,0.013082718487967063,0.21216531239617653,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,5,200,5.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,6,200,5.0,149.0,0.8333333333333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,7,200,5.0,148.0,0.7142857142857142,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,8,200,5.0,147.0,0.625,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,9,200,5.0,146.0,0.5555555555555555,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,10,200,5.0,145.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,11,200,5.0,144.0,0.45454545454545436,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,12,200,5.0,143.0,0.41666666666666674,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,13,200,5.0,142.0,0.3846153846153847,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,14,200,5.0,141.0,0.3571428571428571,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,15,200,5.0,140.0,0.33333333333333326,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,16,200,5.0,139.0,0.3125,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,17,200,5.0,138.0,0.2941176470588235,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,18,200,5.0,137.0,0.27777777777777773,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,19,200,5.0,136.0,0.26315789473684204,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,20,200,5.0,135.0,0.25,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,21,200,5.0,134.0,0.2380952380952381,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,22,200,5.0,133.0,0.22727272727272718,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,23,200,5.0,132.0,0.21739130434782614,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,24,200,5.0,131.0,0.20833333333333337,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,25,200,5.0,130.0,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
0,0,step_r5_eta_0,5,0.0,52000,160,primary,26,200,5.0,129.0,0.19230769230769235,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True,0.0,0.0,,True,True
